host_response_time,host_response_rate,host_is_superhost,host_listings_count,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,square_feet,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,is_business_travel_ready,cancellation_policy,year,month
within a few hours,100%,f,5,-23.00924141,-43.34071894,House,Private room,2,1,1,1,Real Bed,"{""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Breakfast,""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events""}",0,$208.00 ,,$80.00 ,1,$0.00 ,1,8,95,10,9,10,10,9,10,t,f,moderate,2018,4
within an hour,100%,f,1,-22.97325799,-43.19220127,Apartment,Entire home/apt,2,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""First aid kit"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Host greets you""}",,$171.00 ,$685.00 ,$223.00 ,2,$171.00 ,2,2,100,10,10,9,10,10,10,f,f,moderate,2018,4
within an hour,100%,f,3,-22.93990142,-43.17573943,Apartment,Private room,3,2.5,1,3,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Cleaning before checkout"",Waterfront}",0,$215.00 ,,$99.00 ,2,$120.00 ,1,115,97,10,10,10,10,10,10,f,f,strict,2018,4
within an hour,100%,f,5,-22.9843316,-43.19488451,Apartment,Entire home/apt,6,2.5,3,4,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Hangers,Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Host greets you""}",,$188.00 ,$421.00 ,$421.00 ,7,$0.00 ,3,11,90,9,8,8,9,9,8,f,f,strict,2018,4
,,f,1,-22.98336273,-43.19144404,Apartment,Entire home/apt,4,2,2,2,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Elevator,""Family/kid friendly"",Washer,Essentials,Hangers,""Hair dryer"",Iron}",,$400.00 ,$800.00 ,$150.00 ,1,$0.00 ,5,6,92,10,9,9,9,10,8,f,f,strict,2018,4
within an hour,100%,f,5,-22.98514569,-43.20001441,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Free parking on premises"",Elevator,Essentials,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Patio or balcony"",""Long term stays allowed"",""Host greets you""}",,$212.00 ,$421.00 ,$421.00 ,2,$42.00 ,3,15,83,8,8,9,9,10,8,t,f,strict,2018,4
within an hour,100%,f,3,-22.97392888,-43.18862124,Apartment,Entire home/apt,4,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Hot water"",""Host greets you""}",,$120.00 ,,$100.00 ,2,$70.00 ,4,46,88,9,8,10,10,10,9,f,f,strict,2018,4
within a day,60%,f,21,-22.91507993,-43.36419132,House,Entire home/apt,10,1.5,2,4,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Breakfast,""Family/kid friendly"",Washer,Dryer,Essentials}",0,$150.00 ,,,4,$25.00 ,1,9,90,9,8,9,9,9,9,f,f,strict,2018,4
within an hour,100%,t,2,-22.97241915,-43.18834211,Apartment,Entire home/apt,8,2,3,7,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Paid parking off premises"",Doorman,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Step-free access"",""Step-free access"",""Wide clearance to bed"",""Step-free access"",""Host greets you"",Beachfront}",1399,$649.00 ,"$1,684.00 ",$505.00 ,6,$168.00 ,3,73,96,10,10,10,10,10,10,t,f,strict,2018,4
within an hour,100%,f,8,-22.96778302,-43.18203933,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,Doorman,Elevator}",,$219.00 ,$400.00 ,$80.00 ,2,$80.00 ,3,8,77,9,7,10,10,9,8,f,f,strict,2018,4
within an hour,70%,f,1,-22.96760643,-43.18570719,Loft,Entire home/apt,3,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,""Smoke detector"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",Other}",,$126.00 ,$380.00 ,$100.00 ,1,$0.00 ,2,126,80,8,8,10,9,10,8,t,f,strict,2018,4
within a few hours,100%,t,5,-22.98545128,-43.23312123,Apartment,Private room,3,1.5,1,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Smoking allowed"",Doorman,""Free street parking"",""Hot tub"",""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,""Lock on bedroom door"",""Hair dryer"",""translation missing: en.hosting_amenity_49"",""Hot water"",""Host greets you""}",,$113.00 ,$800.00 ,$50.00 ,1,$50.00 ,2,45,95,10,10,9,10,10,9,f,f,strict,2018,4
within a few hours,100%,t,5,-22.91372567,-43.18078914,Apartment,Entire home/apt,4,1,1,4,Pull-out Sofa,"{TV,Wifi,""Air conditioning"",Kitchen,Doorman,""Pets live on this property"",Dog(s),Cat(s),Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer}",484,$130.00 ,"$1,500.00 ",$120.00 ,2,$30.00 ,2,10,87,10,9,10,10,9,9,f,f,strict,2018,4
,,f,3,-22.94625335,-43.33677882,House,Private room,2,6,1,1,Real Bed,"{""Cable TV"",Wifi,""Air conditioning"",Pool,""Free parking on premises"",Breakfast,""Pets live on this property"",Cat(s),Washer,Dryer,Essentials,Hangers,""Hot water""}",0,$181.00 ,,,2,$100.00 ,3,11,96,10,10,10,10,10,10,f,f,strict,2018,4
,,f,1,-22.9405742,-43.17611123,Apartment,Private room,2,1,1,1,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Elevator}",,$301.00 ,$200.00 ,$90.00 ,1,$40.00 ,1,9,93,10,9,10,10,10,9,f,f,moderate,2018,4
within a day,100%,f,4,-22.96355889,-43.17541643,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$150.00 ,$0.00 ,$140.00 ,1,$0.00 ,4,25,98,10,10,10,10,9,9,f,f,strict,2018,4
,,f,1,-22.94641317,-43.18228418,Apartment,Entire home/apt,1,0,1,1,Real Bed,{},,$342.00 ,,,1,$0.00 ,1,0,,,,,,,,f,f,flexible,2018,4
,,f,1,-22.98569583,-43.19100675,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Suitable for events"",Washer,Dryer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron}",,$201.00 ,$500.00 ,,2,$50.00 ,3,70,93,9,9,10,10,10,9,f,f,strict,2018,4
within an hour,100%,t,2,-22.92138563,-43.17833208,Apartment,Private room,3,1,2,1,Real Bed,"{""Cable TV"",Wifi,Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Essentials,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Smart lock""}",,$68.00 ,,,2,$50.00 ,2,141,95,10,9,10,10,9,10,f,f,strict,2018,4
within an hour,100%,f,10,-22.99904807,-43.3828761,House,Shared room,16,3,1,1,Real Bed,"{Wifi,Kitchen,""Free parking on premises"",Breakfast}",,$89.00 ,,,1,$90.00 ,2,20,91,9,9,9,9,10,9,t,f,strict,2018,4
within an hour,100%,f,3,-22.95411008,-43.19504542,Apartment,Private room,1,1,1,1,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Gym,Breakfast,Washer,Dryer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",0,$199.00 ,,,1,$0.00 ,1,5,100,10,10,10,10,10,9,f,f,strict,2018,4
within a few hours,100%,f,9,-22.98389844,-43.1919827,Apartment,Entire home/apt,3,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,Iron,""Self check-in"",""Front desk/doorperson"",""Hot water""}",,$171.00 ,$854.00 ,$256.00 ,2,$120.00 ,3,66,89,9,9,9,9,9,9,t,f,strict,2018,4
,,f,1,-22.98821608,-43.23255533,Apartment,Entire home/apt,4,1,1,1,Real Bed,"{TV,Internet,Kitchen,""Smoking allowed"",Doorman,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Fire extinguisher"",Iron,""Laptop friendly workspace""}",,"$1,001.00 ",$500.00 ,$100.00 ,2,$100.00 ,3,0,,,,,,,,f,f,flexible,2018,4
within a few hours,100%,f,14,-22.9957827,-43.25397279,Apartment,Entire home/apt,4,1,1,3,Real Bed,"{Internet,Wifi,""Free parking on premises"",""Smoking allowed"",""Pets live on this property"",Dog(s),Cat(s),""Family/kid friendly""}",,$410.00 ,"$1,025.00 ",$137.00 ,2,$0.00 ,5,7,87,9,6,9,10,9,8,f,f,strict,2018,4
within an hour,100%,t,1,-22.95643587,-43.20233909,Apartment,Entire home/apt,6,1.5,3,5,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Breakfast,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""Private entrance"",Crib,""Room-darkening shades"",""Host greets you""}",,$280.00 ,$900.00 ,$160.00 ,5,$50.00 ,3,41,97,10,10,10,10,10,10,t,f,strict,2018,4
,,f,1,-22.95624506,-43.17987802,Apartment,Shared room,1,1,1,1,Real Bed,"{""Cable TV"",Internet,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,""Pets live on this property"",""Other pet(s)"",Elevator,""Buzzer/wireless intercom""}",269,$304.00 ,,,1,$256.00 ,1,0,,,,,,,,f,f,moderate,2018,4
a few days or more,0%,f,1,-22.97918631,-43.23518455,Apartment,Private room,8,2,2,6,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",883,$181.00 ,$976.00 ,$120.00 ,1,$0.00 ,3,1,97,10,8,10,10,10,10,f,f,flexible,2018,4
within an hour,100%,f,2,-22.98125993,-43.19433221,Apartment,Private room,3,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,""Pets live on this property"",Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Paid parking on premises""}",,$99.00 ,$0.00 ,$70.00 ,1,$60.00 ,1,13,97,10,10,10,10,10,9,t,f,flexible,2018,4
,,f,1,-22.9833072,-43.19252831,Apartment,Entire home/apt,4,1,1,3,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Hangers}",366,$110.00 ,$326.00 ,$140.00 ,2,$40.00 ,30,0,,,,,,,,f,f,strict,2018,4
,,f,1,-22.92667032,-43.18052704,Apartment,Entire home/apt,4,2,2,2,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer}",0,$400.00 ,$400.00 ,$100.00 ,1,$0.00 ,1,15,95,10,9,10,10,9,9,f,f,strict,2018,4
within a few hours,100%,f,2,-22.98863066,-43.23368129,Apartment,Entire home/apt,5,2,3,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Hot tub"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer}",,$949.00 ,"$1,250.00 ",$400.00 ,1,$0.00 ,5,2,95,9,10,10,10,9,9,f,f,strict,2018,4
within a day,100%,f,2,-22.98426679,-43.20796239,Apartment,Entire home/apt,6,2,3,4,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Paid parking off premises"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""Hot water"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Disabled parking spot"",""Host greets you""}",,$799.00 ,$400.00 ,$200.00 ,1,$0.00 ,3,18,88,9,9,9,10,10,9,f,f,strict,2018,4
within a day,100%,f,1,-22.91710867,-43.18593736,Apartment,Entire home/apt,3,1,1,1,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Pets allowed"",""Free street parking"",""Buzzer/wireless intercom"",Essentials,Iron,""Hot water"",""Host greets you""}",,$229.00 ,$600.00 ,$150.00 ,2,$50.00 ,3,2,,8,9,9,9,7,8,f,f,strict,2018,4
,,f,1,-22.9852204,-43.20086422,Apartment,Private room,2,2,1,1,Real Bed,"{Internet,Wifi,""Air conditioning"",Doorman,Breakfast,Elevator,""Buzzer/wireless intercom""}",721,$342.00 ,,,1,$0.00 ,5,6,70,8,8,10,10,10,6,f,f,flexible,2018,4
within a day,100%,f,1,-22.93227278,-43.18397432,Apartment,Private room,2,1,1,2,Pull-out Sofa,"{TV,""Cable TV"",Internet,Wifi,""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$99.00 ,$500.00 ,,1,$50.00 ,3,5,89,9,8,10,9,9,8,f,f,moderate,2018,4
,,f,1,-22.98227775,-43.19839618,Apartment,Entire home/apt,5,2,2,3,Real Bed,"{""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,""Buzzer/wireless intercom"",""Family/kid friendly""}",,$342.00 ,,$171.00 ,1,$0.00 ,2,12,93,10,10,10,10,9,9,f,f,strict,2018,4
a few days or more,20%,f,2,-22.98662448,-43.19098015,Dorm,Private room,1,1,1,1,Real Bed,"{Internet,Wifi,Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,""Fire extinguisher"",""Lock on bedroom door"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$150.00 ,$0.00 ,$0.00 ,1,$0.00 ,7,2,100,10,10,10,10,10,10,f,f,strict,2018,4
within an hour,100%,t,1,-22.93845386,-43.17663169,Apartment,Entire home/apt,6,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Doorman,Elevator,""Family/kid friendly"",Washer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Luggage dropoff allowed""}",,$92.00 ,$500.00 ,$80.00 ,1,$0.00 ,2,61,98,10,10,10,10,10,10,t,f,strict,2018,4
within an hour,100%,t,2,-22.97964904,-43.18914694,Apartment,Private room,1,1,1,2,Real Bed,"{TV,Wifi,Kitchen,""Paid parking off premises"",Elevator,""Free street parking"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Luggage dropoff allowed"",""Step-free access"",""Wide doorway"",""Step-free access"",""Accessible-height toilet"",""Wide clearance to shower, toilet"",""Step-free access"",""Wide entryway"",Beachfront,""Handheld shower head""}",431,$68.00 ,$0.00 ,$40.00 ,1,$35.00 ,1,33,90,9,9,9,10,10,9,f,f,strict,2018,4
within a day,100%,f,1,-22.93317956,-43.17680798,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials}",,$249.00 ,,$150.00 ,1,$0.00 ,1,45,96,10,9,10,10,9,9,f,f,strict,2018,4
,,f,1,-22.89886167,-43.21927847,House,Private room,4,2,1,4,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Smoking allowed"",Breakfast,""Pets live on this property"",Dog(s),""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""translation missing: en.hosting_amenity_50""}",0,$126.00 ,$200.00 ,$100.00 ,1,$70.00 ,1,3,90,10,10,10,10,7,10,f,f,strict,2018,4
,,f,1,-22.98573128,-43.49684824,House,Entire home/apt,5,1,2,5,Real Bed,"{TV,Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets live on this property"",Dog(s),""Family/kid friendly""}",,$301.00 ,,$70.00 ,5,$50.00 ,2,0,,,,,,,,f,f,moderate,2018,4
within an hour,100%,f,6,-22.977887,-43.22561385,Apartment,Entire home/apt,6,2,3,3,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Dryer,""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Host greets you""}",0,$400.00 ,"$1,000.00 ",$150.00 ,1,$40.00 ,3,9,94,9,9,10,10,8,8,f,f,strict,2018,4
,,f,2,-22.96273936,-43.17717985,Apartment,Entire home/apt,6,3,2,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Long term stays allowed""}",,$168.00 ,"$1,027.00 ",$154.00 ,2,$0.00 ,3,13,100,10,10,9,10,9,10,t,f,strict,2018,4
,,f,1,-22.99501317,-43.27394069,Loft,Entire home/apt,4,1,1,4,Real Bed,"{TV,Internet,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Doorman,Gym,""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer,Essentials,Hangers,Iron,""Laptop friendly workspace""}",,$181.00 ,,$100.00 ,3,$50.00 ,2,1,100,10,8,10,10,10,10,f,f,moderate,2018,4
within an hour,100%,f,8,-22.93380226,-43.19263902,Apartment,Private room,1,1,1,1,Real Bed,"{""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets live on this property"",Dog(s),""Buzzer/wireless intercom"",Washer,Dryer}",,$58.00 ,$800.00 ,$30.00 ,1,$48.00 ,2,5,96,9,9,10,9,9,9,f,f,flexible,2018,4
within an hour,90%,f,55,-22.98595084,-43.19903051,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Air conditioning"",Elevator}",0,$410.00 ,,,1,$0.00 ,1,5,96,8,9,10,10,10,9,f,f,strict,2018,4
within an hour,90%,f,55,-22.98623472,-43.20020457,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Air conditioning"",Elevator}",,$239.00 ,,,1,$0.00 ,2,35,94,9,10,10,10,10,9,f,f,strict,2018,4
within a day,100%,f,2,-22.95939989,-43.2025261,Apartment,Entire home/apt,4,2,2,2,Real Bed,"{Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Breakfast,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Luggage dropoff allowed"",""Host greets you""}",,$188.00 ,"$2,000.00 ",$140.00 ,2,$50.00 ,2,6,100,10,10,10,10,10,9,f,f,moderate,2018,4
within a day,50%,f,1,-23.02627725,-43.50461453,House,Private room,10,7,1,10,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",""Family/kid friendly"",Washer,Dryer,""Host greets you""}",323,$120.00 ,,,1,$100.00 ,2,2,100,9,10,10,10,9,10,f,f,strict,2018,4
within a few hours,100%,t,4,-22.92118989,-43.17459709,Apartment,Private room,1,2,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Well-lit path to entrance"",""Host greets you"",Beachfront}",0,$89.00 ,$0.00 ,$0.00 ,1,$40.00 ,3,75,93,9,9,9,9,9,9,t,f,moderate,2018,4
